loss,val_loss
1091.9048838844883,827.2109961508178
1074.9843961978534,827.5130578101234
1047.2567330344452,861.8873896383529
996.2824277942715,2023.392571753735
937.0621291267565,3471.2680922821855
914.5296528401047,747.737062403532
825.9023680878236,837.7615359670033
812.1550600710266,641.5874634570813
780.1655617441395,663.2235043513787
718.9733736696594,1732.2302789019348
699.9880990193245,665.9700222595586
681.5163691778257,569.1463161618749
646.5230225205603,566.4698714012906
643.3091898605147,674.0798593228573
610.6800246069569,571.7729875636032
632.7475551019077,550.0065223090434
594.9093564482741,515.7622439494089
584.0226425377379,541.2162964961637
576.1269335252326,550.3284353060177
551.3550051388972,644.2973738837387
542.2817547178333,811.9445291861791
548.5537328879687,540.5208598346692
551.097040803622,977.805405948088
549.7727653392847,552.1951909866846
503.7086085633287,602.4118011601644
493.8737815425035,529.1993797514784
488.79123612910223,576.136608835905
483.22741145753184,858.614000343032
483.43311594549886,589.1960884360522
514.5034407683547,744.225886940689
471.6156050625332,546.2484757041382
460.0926292505569,553.5554786410959
435.7370598822276,648.4586183985876
442.343252455227,610.4284076721211
429.21395651904146,583.633083210364
425.81500416167006,539.9090160231846
397.76902652850134,532.3953052756499
377.8934930610031,600.9207646702483
398.2972474688859,610.5820620900502
399.3051411694928,479.2214301772275
369.5203110005115,517.5606905118494
398.2950898035388,579.7005807935828
358.81774181616737,534.0251132208989
400.2122012756968,529.5332453102017
338.7465351821615,584.6413972813694
343.9550246147762,721.8113020848969
339.1940805247485,544.8104166256247
336.6860511493278,629.7319395155087
332.09698911873505,621.9883785388273
362.9325574400981,578.1387030570659
