loss,val_loss
1099.478644082258,781.4453398808049
1077.5753191615793,775.3137334065677
1053.2882317768276,1192.9302775065105
1003.1639658699615,1332.5785401289638
942.7515525652944,1068.6224047941464
891.0585497548429,2152.042786484913
849.783345602263,790.78054365927
813.6160742363422,1379.3960821644603
733.1692013767264,613.084338590956
714.9547204316187,672.261771244534
697.8450032535794,594.02228567885
673.3361580817389,754.2326394263422
648.4400124005455,610.8611993609504
630.4676704254028,1036.267191764448
629.4548222513557,719.2381949838522
599.3101178599129,601.9857040195178
581.5712424944838,639.0520699702888
594.1992245749725,1793.1923689364319
568.969130274923,518.9446117683286
558.2320616405234,5524.922526823417
552.7921453520238,1042.3203125195437
524.648708989164,591.5826569482984
569.9154235986446,1166.8784320011682
532.7740156773857,633.2903005775258
528.0446032216398,558.0421110770659
500.60852733944967,570.927721612926
491.18645007314444,549.722130820952
489.92378012517435,12002.247346114013
506.4219448776795,581.4698584682087
466.1414664959507,550.6576387159266
