loss,val_loss
1045.7326173440003,1031.2961518116485
1030.4245724409054,1215.2415837214544
1017.5278368827625,1502.4084613506611
988.4507220928485,1888.512117513021
961.4326647636218,1007.7552427634215
900.1471962953225,1454.1907511393229
837.2930603027344,1029.0887346316606
792.9002364721053,1341.7444661458333
741.7603334084536,5511.928107471955
708.898521071214,1021.8372934977214
656.8111188057142,992.2529071514423
652.6839177058293,2868.0887908153045
621.5566616743039,995.4928114670973
597.7725379356971,1532.7783475435697
552.7781262520032,1062.132925023788
558.6713508801582,1316.7362442407853
557.6115790342674,1184.6131716997195
541.2605914776142,928.3863569993239
550.8080337133163,4206.0189565805285
521.8437684670473,1152.9222728240184
518.8308998303536,5201.079349459134
492.7199174147386,1025.3665009327424
521.79530467498,2752.311974158654
473.144053923778,886.3891211876503
474.68980407714844,2944.910101161859
454.12847290039065,877.0315744253305
456.7284739958934,1290.7000682341748
452.8957332513271,950.1525651980669
437.0885894775391,1016.1708577473959
417.6949415158003,6951.669671474359
407.75423490084137,936.0405087202023
422.3548782739884,885.3059279221754
427.5149444580078,927.1525190304487
423.2696197509766,966.6443019769131
392.1970415946765,1546.56758595002
419.35342458089195,1125.181535926232
391.522852345002,1332.011148775541
386.12823775853866,1919.0463447766426
381.6753395276192,855.4238357935196
370.12649778708436,907.9156598995893
358.15010516826925,942.0904015174278
362.8062564947666,913.9331618088943
338.7681160951272,896.711383604392
346.2727295704377,1386.5103205754206
349.03223618727463,836.6320542555588
361.9761409661709,1082.0617489545773
327.9041717529297,2384.05704690004
350.67938561072714,1687.4924078525642
332.40196924454125,1003.8585638584235
325.5415814521985,868.1199145977314
