loss,val_loss
1102.024397640485,780.2544973643447
1078.4233206847323,811.5953736289963
1041.9223736427596,1072.0956004092054
1004.8169375021896,1365.5061901613049
933.5092738247467,1000.5477598729155
880.1463341135615,2724.8774572026646
861.4634626585272,3350.2523691493834
824.8440213738,775.9374155830222
805.3691348772948,711.0121927597369
740.3573247309605,679.201077565713
720.6910121411868,823.300208395372
694.0999365250015,1250.094384749985
662.6853559886241,647.1604364604083
649.4651951811239,915.9714650674022
636.9251059532777,1021.7253892252187
635.1590745670532,4182.123804477298
607.9332063077429,946.1120365003528
585.231215267438,991.8343758836609
581.9009014571958,645.6341631325447
585.4500350805523,626.0342911421527
558.9464453013564,1037.3502753659138
539.3445422058301,593.2890297732698
560.6018237664408,666.9011537208532
530.5737767631927,3619.839117740531
507.3942529457185,643.9329695570248
502.0830112533032,913.7699402363769
506.5178850993829,654.2404474701964
486.7076496561699,751.9151482298006
487.057536836926,1078.9282394692655
449.284225278142,1157.4592486912436
427.48743948487424,684.5038073660089
459.0749421788667,701.3164352426767
419.154037563561,910.701590636386
412.17721710107327,952.5449126473915
440.00915415908645,671.8216030944394
440.450304890351,671.1025431289038
403.06154902847356,6145.220999972474
391.8211123987622,664.5806203642998
359.4578339737398,592.4708205815083
375.0795002069174,684.5718213899406
402.0313979545364,959.713190053076
329.6751528733209,607.7195731730586
337.39421723761063,685.6653823608164
323.9976580837917,1548.7349430453235
318.99046469376225,681.8173554424748
337.43996602949767,583.3023182724165
297.53724656725143,604.8256568493254
283.2281559339935,606.9525614707306
315.57793264737273,599.005549077114
339.466656877321,588.0750970932095
