loss,val_loss
1135.1784328885908,676.5636970715645
1125.8986130781745,675.0605149489182
1112.4944070589372,696.8887731307592
1091.2789399350088,1194.031563313802
1050.9524593113306,2851.420202323718
993.2941868498746,1091.6444458007813
923.2505508277343,635.255805069361
877.0286523033501,9054.181169871796
797.7038118252532,733.5519517164964
785.6038036357135,754.0871283115484
759.4472308027046,1732.0810834835738
694.7444279142866,1616.6827805739183
673.5415255563918,1786.6142828525642
670.4187404272772,1916.8719100560897
653.9821914365939,517.4015990428436
640.6386539469316,522.731411351913
624.9386821226849,530.0361071464343
600.9792887793681,498.226016783103
604.6539501523692,546.222491768079
586.7689147186218,566.2344421386719
565.4253549380928,615.4132724859776
580.7364843273614,519.534523049379
565.2597001683531,599.364507430639
551.9534724416121,1189.1254131610576
531.1285993990411,1739.8627109625402
531.780508769381,514.5412521753556
498.05440737118045,1562.5011599809695
496.28308515337017,661.4525813176082
478.64709419221754,522.5857961801382
480.26463823848087,743.2284835424178
479.4532833654191,602.9731772398337
472.1067734810106,996.6060371594551
448.3255949096044,712.974556634365
479.88332493070783,1624.1042674529247
445.48122973548686,1214.4344926883014
465.03668422226684,559.7789701804137
419.8701936611906,516.2538053854918
432.6643813119713,504.0519044533754
418.35019114216374,599.9588950132712
374.3869677498627,526.7115620930989
418.14993191124563,1961.1819216997196
382.3093654443958,530.5792575933995
333.8896656759332,517.0506424341446
357.44788683342506,445.81956372383314
379.9147641921485,755.0383574656951
373.8852541923752,497.2276285807292
381.3107455901892,666.6432731432792
345.87614740126696,696.1291766826923
374.02500516052515,581.8087754469651
386.2632491188713,516.9673940805288
